ORDER_DATE,SHIP_DATE,SHIP_MODE,CUSTOMER_ID,SEGMENT,COUNTRY,CITY,STATE,REGION,PRODUCT_ID,CATEGORY,SUB_CATEGORY,PRODUCT_NAME,PROFIT,NET_SALES,NET_SALES_LOG,STATE_FREQ,PROFIT_CLIPPED
2020-07-01,2020-07-05,STANDARD CLASS,RH-19600,CONSUMER,USA,CAROL STREAM,IL,CENTRAL,FUR-CH-10003774,FURNITURE,CHAIRS,"GLOBAL WOOD TRIMMED MANAGER'S TASK CHAIR, KHAKI",-92.7996,1604.8872,7.381431655427298,0.05510081852665202,-92.7996
2020-07-01,2020-07-03,FIRST CLASS,FA-14230,CORPORATE,USA,RALEIGH,NC,SOUTH,TEC-PH-10003505,TECHNOLOGY,PHONES,GEEMARC AMPLIPOWER60,8.352,59.391999999999996,4.1008566458373235,0.02715112796965462,8.352
2020-07-01,2020-07-01,SAME DAY,RB-19435,CONSUMER,USA,HOUSTON,TX,CENTRAL,OFF-AP-10001293,OFFICE SUPPLIES,APPLIANCES,BELKIN 8 OUTLET SURGE PROTECTOR,-85.2384,26.227199999999993,3.304216473635035,0.09722499500898382,-85.2384
2020-07-01,2020-07-08,STANDARD CLASS,KB-16315,CONSUMER,USA,HOLLYWOOD,FL,SOUTH,OFF-PA-10003349,OFFICE SUPPLIES,PAPER,XEROX 1957,5.6376,37.3248,3.646097206218495,0.03992812936713915,5.6376
2020-07-01,2020-07-02,FIRST CLASS,SR-20740,HOME OFFICE,USA,NEW YORK CITY,NY,EAST,OFF-PA-10003797,OFFICE SUPPLIES,PAPER,XEROX 209,9.3312,58.32000000000001,4.082946517269732,0.112198043521661,9.3312
2020-07-02,2020-07-08,STANDARD CLASS,BD-11725,CONSUMER,USA,RICHMOND,KY,SOUTH,OFF-LA-10003930,OFFICE SUPPLIES,LABELS,"DOT MATRIX PRINTER TAPE REEL LABELS, WHITE, 5000/BOX",144.5157,884.79,6.7864799021953,0.01217807945697744,144.5157
2020-07-02,2020-07-04,FIRST CLASS,DG-13300,CORPORATE,USA,PHILADELPHIA,PA,EAST,FUR-FU-10000293,FURNITURE,FURNISHINGS,ELDON ANTISTATIC CHAIR MATS FOR LOW TO MEDIUM PILE CARPETS,-29.4812,269.5424,5.600428832768295,0.057496506288680374,-29.4812
2020-07-03,2020-07-07,STANDARD CLASS,AD-10180,HOME OFFICE,USA,NEW YORK CITY,NY,EAST,OFF-AR-10004817,OFFICE SUPPLIES,ART,COLORIFIC WATERCOLOR PENCILS,4.4892,46.44,3.85946575468947,0.112198043521661,4.4892
2020-07-03,2020-07-07,SECOND CLASS,JP-16135,HOME OFFICE,USA,SAN DIEGO,CA,WEST,OFF-BI-10002706,OFFICE SUPPLIES,BINDERS,AVERY PREMIER HEAVY-DUTY BINDER WITH ROUND LOCKING RINGS,7.4256,36.5568,3.6258544536924857,0.20383310041924535,7.4256
2020-07-03,2020-07-08,STANDARD CLASS,IM-15070,CONSUMER,USA,MILWAUKEE,WI,CENTRAL,TEC-PH-10004165,TECHNOLOGY,PHONES,MITEL MIVOICE 5330E IP PHONE,285.9896,4399.84,8.38955071077644,0.010580954282291874,285.9896
2020-07-04,2020-07-10,STANDARD CLASS,RS-19765,CORPORATE,USA,CHARLOTTE,NC,SOUTH,OFF-LA-10003223,OFFICE SUPPLIES,LABELS,AVERY 508,4.2717,28.281600000000005,3.376959332408881,0.02715112796965462,4.2717
2020-07-04,2020-07-09,STANDARD CLASS,VP-21730,HOME OFFICE,USA,STERLING HEIGHTS,MI,CENTRAL,OFF-BI-10003655,OFFICE SUPPLIES,BINDERS,DURABLE PRESSBOARD BINDERS,8.93,95.0,4.564348191467836,0.0233579556797764,8.93
2020-07-04,2020-07-09,STANDARD CLASS,MW-18220,CONSUMER,USA,PHILADELPHIA,PA,EAST,OFF-ST-10001558,OFFICE SUPPLIES,STORAGE,ACCO PERMA 4000 STACKING STORAGE DRAWERS,-2.436,93.5424,4.549048411122835,0.057496506288680374,-2.436
2020-07-04,2020-07-09,SECOND CLASS,BF-10975,CORPORATE,USA,FAYETTEVILLE,NC,SOUTH,OFF-BI-10004728,OFFICE SUPPLIES,BINDERS,WILSON JONES TURN TABS BINDER TOOL FOR RING BINDERS,-5.784,10.845000000000004,2.4719058376107492,0.02715112796965462,-5.784
2020-07-05,2020-07-09,STANDARD CLASS,KM-16225,CORPORATE,USA,NEW YORK CITY,NY,EAST,OFF-ST-10001526,OFFICE SUPPLIES,STORAGE,ICEBERG MOBILE MEGA DATA/PRINTER CART,156.429,3008.25,8.009446157259845,0.112198043521661,156.429
2020-07-05,2020-07-10,STANDARD CLASS,PP-18955,HOME OFFICE,USA,HOLYOKE,MA,EAST,FUR-BO-10002824,FURNITURE,BOOKCASES,BUSH MISSION POINTE LIBRARY,60.392,603.92,6.40509621788254,0.012377720103813137,60.392
2020-07-05,2020-07-10,STANDARD CLASS,SJ-20215,CONSUMER,USA,PASADENA,CA,WEST,FUR-CH-10003968,FURNITURE,CHAIRS,NOVIMEX TURBO TASK CHAIR,-17.0352,408.8448000000001,6.015778551449929,0.20383310041924535,-17.0352
2020-07-05,2020-07-11,STANDARD CLASS,BF-10975,CORPORATE,USA,VINELAND,NJ,EAST,OFF-AR-10003732,OFFICE SUPPLIES,ART,NEWELL 333,2.8912,44.48,3.8172726688823353,0.01217807945697744,2.8912
2020-07-07,2020-07-07,SAME DAY,DM-13015,CONSUMER,USA,HOUSTON,TX,CENTRAL,OFF-PA-10004248,OFFICE SUPPLIES,PAPER,XEROX 1990,6.6,84.48000000000002,4.448282430450947,0.09722499500898382,6.6
2020-07-08,2020-07-13,STANDARD CLASS,BT-11680,CONSUMER,USA,CLINTON,MD,EAST,OFF-ST-10003722,OFFICE SUPPLIES,STORAGE,PROJECT TOTE PERSONAL FILE,28.4809,687.4699999999999,6.53447174423463,0.009183469754442005,28.4809
2020-07-08,2020-07-12,STANDARD CLASS,KN-16450,CORPORATE,USA,DALLAS,TX,CENTRAL,OFF-AP-10002684,OFFICE SUPPLIES,APPLIANCES,"ACCO 7-OUTLET MASTERPIECE POWER CENTER, WIHTOUT FAX/PHONE LINE PROTECTION",-121.58,19.452799999999996,3.01811979243162,0.09722499500898382,-121.119
2020-07-08,2020-07-13,SECOND CLASS,MC-17575,CONSUMER,USA,PHILADELPHIA,PA,EAST,TEC-PH-10003072,TECHNOLOGY,PHONES,PANASONIC KX-TG9541B DECT 6.0 DIGITAL 2-LINE EXPANDABLE CORDLESS PHONE WITH DIGITAL ANSWERING SYSTEM,40.4973,485.96760000000006,6.188197591095259,0.057496506288680374,40.4973
2020-07-08,2020-07-12,STANDARD CLASS,CB-12535,CORPORATE,USA,FRANKLIN,MA,EAST,OFF-PA-10001609,OFFICE SUPPLIES,PAPER,TOPS WIREBOUND MESSAGE LOG BOOKS,3.0268,13.16,2.6504210882655737,0.012377720103813137,3.0268
2020-07-08,2020-07-13,STANDARD CLASS,EB-13870,CONSUMER,USA,NASHVILLE,TN,SOUTH,OFF-AR-10000657,OFFICE SUPPLIES,ART,"BINNEY & SMITH INKTANK DESK HIGHLIGHTER, CHISEL TIP, YELLOW, 12/BOX",0.8385,12.384,2.594059963684523,0.018167298862048313,0.8385
2020-07-09,2020-07-13,STANDARD CLASS,MV-18190,CONSUMER,USA,SAN BERNARDINO,CA,WEST,OFF-BI-10003719,OFFICE SUPPLIES,BINDERS,LARGE CAPACITY HANGING POST BINDERS,12.974,63.87200000000001,4.172416097642256,0.20383310041924535,12.974
2020-07-09,2020-07-09,SAME DAY,EH-13945,CONSUMER,USA,TEMPE,AZ,WEST,OFF-BI-10003196,OFFICE SUPPLIES,BINDERS,ACCOHIDE POLY FLEXIBLE RING BINDERS,-2.244,3.0294000000000008,1.3936174814996722,0.021561189858255142,-2.244
2020-07-10,2020-07-12,SECOND CLASS,SC-20380,CONSUMER,USA,SEATTLE,WA,WEST,OFF-BI-10001597,OFFICE SUPPLIES,BINDERS,"WILSON JONES LEDGER-SIZE, PIANO-HINGE BINDER, 2"", BLUE",34.4232,236.04480000000004,5.468249152807164,0.05110800558993811,34.4232
2020-07-10,2020-07-12,FIRST CLASS,CK-12595,CONSUMER,USA,PHILADELPHIA,PA,EAST,FUR-FU-10004848,FURNITURE,FURNISHINGS,"HOWARD MILLER 13-3/4"" DIAMETER BRUSHED CHROME ROUND WALL CLOCK",36.225,1622.88,7.392573626365887,0.057496506288680374,36.225
2020-07-10,2020-07-11,FIRST CLASS,TS-21370,CORPORATE,USA,WILMINGTON,DE,EAST,FUR-TA-10001520,FURNITURE,TABLES,"LESRO SHEFFIELD COLLECTION COFFEE TABLE, END TABLE, CENTER TABLE, CORNER TABLE",-37.1124,559.5408,6.328902032012861,0.008784188460770613,-37.1124
2020-07-11,2020-07-16,SECOND CLASS,RL-19615,CONSUMER,USA,CHICAGO,IL,CENTRAL,OFF-AR-10003190,OFFICE SUPPLIES,ART,NEWELL 32,0.6912,16.588800000000003,2.8672623358424625,0.05510081852665202,0.6912
2020-07-11,2020-07-17,STANDARD CLASS,FM-14380,CONSUMER,USA,AMARILLO,TX,CENTRAL,TEC-PH-10000526,TECHNOLOGY,PHONES,VTECH CS6719,30.7168,982.9376000000001,6.891562480407314,0.09722499500898382,30.7168
2020-07-12,2020-07-14,SECOND CLASS,ND-18370,CONSUMER,USA,NEW YORK CITY,NY,EAST,OFF-BI-10000320,OFFICE SUPPLIES,BINDERS,GBC PLASTIC BINDING COMBS,4.2804,18.8928,2.990357857216536,0.112198043521661,4.2804
2020-07-12,2020-07-14,FIRST CLASS,SL-20155,HOME OFFICE,USA,HOUSTON,TX,CENTRAL,OFF-BI-10001765,OFFICE SUPPLIES,BINDERS,WILSON JONES HEAVY-DUTY CASEBOUND RING BINDERS WITH METAL HINGES,-66.5088,49.881599999999985,3.929501365078315,0.09722499500898382,-66.5088
2020-07-12,2020-07-14,SECOND CLASS,ND-18460,CORPORATE,USA,MACON,GA,SOUTH,OFF-PA-10000019,OFFICE SUPPLIES,PAPER,XEROX 1931,18.6624,233.28000000000003,5.456516981221582,0.018167298862048313,18.6624
2020-07-13,2020-07-18,SECOND CLASS,TG-21310,CONSUMER,USA,MESA,AZ,WEST,FUR-BO-10001608,FURNITURE,BOOKCASES,"HON METAL BOOKCASES, BLACK",-191.646,229.97520000000003,5.442310345451012,0.021561189858255142,-121.119
2020-07-15,2020-07-19,STANDARD CLASS,MG-17890,HOME OFFICE,USA,BALTIMORE,MD,EAST,OFF-FA-10001332,OFFICE SUPPLIES,FASTENERS,"ACCO BANKER'S CLASPS, 5 3/4""-LONG",5.4144,46.08,3.851848282392076,0.009183469754442005,5.4144
2020-07-15,2020-07-15,SAME DAY,EM-13810,CORPORATE,USA,SAN FRANCISCO,CA,WEST,FUR-CH-10004086,FURNITURE,CHAIRS,HON 4070 SERIES PAGODA ARMLESS UPHOLSTERED STACKING CHAIRS,78.7671,1680.3648000000003,7.427361123546885,0.20383310041924535,78.7671
2020-07-15,2020-07-18,FIRST CLASS,KE-16420,CORPORATE,USA,NEW YORK CITY,NY,EAST,TEC-AC-10001990,TECHNOLOGY,ACCESSORIES,KENSINGTON ORBIT WIRELESS MOBILE TRACKBALL FOR PC AND MAC,191.968,5999.0,8.699514748210191,0.112198043521661,191.968
2020-07-16,2020-07-23,STANDARD CLASS,VB-21745,CORPORATE,USA,HOUSTON,TX,CENTRAL,OFF-LA-10002368,OFFICE SUPPLIES,LABELS,AVERY 479,2.0358,15.033600000000002,2.7746865203219273,0.09722499500898382,2.0358
2020-07-16,2020-07-19,SECOND CLASS,MP-17965,CORPORATE,USA,PORT SAINT LUCIE,FL,SOUTH,FUR-BO-10004709,FURNITURE,BOOKCASES,"BUSH WESTFIELD COLLECTION BOOKCASES, MEDIUM CHERRY FINISH",5.798,927.68,6.833764223070368,0.03992812936713915,5.798
2020-07-16,2020-07-18,SECOND CLASS,JM-15535,CONSUMER,USA,BAKERSFIELD,CA,WEST,FUR-BO-10003159,FURNITURE,BOOKCASES,"SAUDER CAMDEN COUNTY COLLECTION LIBRARIES, PLANKED CHERRY FINISH",-13.7976,332.2922,5.809019582699621,0.20383310041924535,-13.7976
2020-07-17,2020-07-19,SECOND CLASS,PJ-19015,CONSUMER,USA,NEW YORK CITY,NY,EAST,FUR-FU-10002364,FURNITURE,FURNISHINGS,"ELDON EXPRESSIONS WOOD DESK ACCESSORIES, OAK",2.1402,7.38,2.1258479144939915,0.112198043521661,2.1402
2020-07-17,2020-07-20,FIRST CLASS,KC-16255,CORPORATE,USA,NEW YORK CITY,NY,EAST,OFF-AR-10003190,OFFICE SUPPLIES,ART,NEWELL 32,1.6128,11.52,2.5273273656719524,0.112198043521661,1.6128
2020-07-17,2020-07-21,STANDARD CLASS,RF-19735,CONSUMER,USA,SAN DIEGO,CA,WEST,TEC-AC-10003095,TECHNOLOGY,ACCESSORIES,LOGITECH G35 7.1-CHANNEL SURROUND SOUND HEADSET,176.7864,2079.84,7.6405269373252995,0.20383310041924535,176.7864
2020-07-18,2020-07-19,FIRST CLASS,TS-21085,CONSUMER,USA,PHOENIX,AZ,WEST,OFF-BI-10004352,OFFICE SUPPLIES,BINDERS,WILSON JONES DUBLLOCK D-RING BINDERS,-1.35,0.6075,0.47468017712963745,0.021561189858255142,-1.35
2020-07-19,2020-07-24,SECOND CLASS,RK-19300,CONSUMER,USA,SOUTH BEND,IN,CENTRAL,OFF-PA-10000528,OFFICE SUPPLIES,PAPER,XEROX 1981,11.88,132.0,4.890349128221754,0.014573767219005789,11.88
2020-07-19,2020-07-26,STANDARD CLASS,RA-19915,CONSUMER,USA,HIGHLAND PARK,IL,CENTRAL,FUR-BO-10002545,FURNITURE,BOOKCASES,"ATLANTIC METALS MOBILE 3-SHELF BOOKCASES, CUSTOM COLORS",-52.196,3197.0049999999997,8.070282456869851,0.05510081852665202,-52.196
2020-07-22,2020-07-26,STANDARD CLASS,TH-21550,HOME OFFICE,USA,NEW YORK CITY,NY,EAST,FUR-FU-10002253,FURNITURE,FURNISHINGS,"HOWARD MILLER 13"" DIAMETER PEWTER FINISH ROUND WALL CLOCK",50.2398,386.46,5.9596126176588,0.112198043521661,50.2398
2020-07-22,2020-07-25,SECOND CLASS,MS-17830,CONSUMER,USA,ROCHESTER,NY,EAST,OFF-BI-10003460,OFFICE SUPPLIES,BINDERS,ACCO 3-HOLE PUNCH,3.6792,25.228800000000003,3.2668580436900547,0.112198043521661,3.6792
2020-07-23,2020-07-27,STANDARD CLASS,SS-20515,HOME OFFICE,USA,LOUISVILLE,KY,SOUTH,FUR-FU-10001487,FURNITURE,FURNISHINGS,"ELDON EXPRESSIONS WOOD AND PLASTIC DESK ACCESSORIES, CHERRY WOOD",6.0726,62.82000000000001,4.156066620850098,0.01217807945697744,6.0726
2020-07-24,2020-07-26,SECOND CLASS,MH-18025,CONSUMER,USA,SEATTLE,WA,WEST,OFF-FA-10004395,OFFICE SUPPLIES,FASTENERS,PLYMOUTH BOXED RUBBER BANDS BY PLYMOUTH,0.471,18.84,2.987700101856727,0.05110800558993811,0.471
2020-07-24,2020-07-28,STANDARD CLASS,RB-19795,HOME OFFICE,USA,PHILADELPHIA,PA,EAST,OFF-BI-10001524,OFFICE SUPPLIES,BINDERS,GBC PREMIUM TRANSPARENT COVERS WITH DIAGONAL LINED PATTERN,-18.4624,30.2112,3.440777004758531,0.057496506288680374,-18.4624
2020-07-24,2020-07-28,STANDARD CLASS,YS-21880,CORPORATE,USA,MONTGOMERY,AL,SOUTH,OFF-EN-10001335,OFFICE SUPPLIES,ENVELOPES,"WHITE BUSINESS ENVELOPES WITH CONTEMPORARY SEAM, RECYCLED WHITE BUSINESS ENVELOPES",49.23,886.14,6.7880028052551085,0.006787781992413655,49.23
2020-07-24,2020-07-29,STANDARD CLASS,RD-19930,CONSUMER,USA,LOS ANGELES,CA,WEST,TEC-PH-10004094,TECHNOLOGY,PHONES,MOTOROLA L703CM,38.9975,2495.84,7.822781211334491,0.20383310041924535,38.9975
2020-07-25,2020-07-30,STANDARD CLASS,BP-11095,CORPORATE,USA,OXNARD,CA,WEST,OFF-BI-10000605,OFFICE SUPPLIES,BINDERS,"ACCO PRESSBOARD COVERS WITH STORAGE HOOKS, 9 1/2"" X 11"", EXECUTIVE RED",3.0861,21.945600000000002,3.133126196992811,0.20383310041924535,3.0861
2020-07-25,2020-07-30,STANDARD CLASS,CK-12760,CORPORATE,USA,GLENDALE,AZ,WEST,FUR-CH-10003199,FURNITURE,CHAIRS,OFFICE STAR - CONTEMPORARY TASK SWIVEL CHAIR,13.3176,639.2447999999999,6.461850603219241,0.021561189858255142,13.3176
2020-07-25,2020-08-01,STANDARD CLASS,HA-14920,CONSUMER,USA,SAN FRANCISCO,CA,WEST,OFF-EN-10002230,OFFICE SUPPLIES,ENVELOPES,AIRMAIL ENVELOPES,78.8942,335.72,5.819251724462315,0.20383310041924535,78.8942
2020-07-25,2020-07-25,SAME DAY,AS-10240,CONSUMER,USA,PHILADELPHIA,PA,EAST,OFF-PA-10003072,OFFICE SUPPLIES,PAPER,"EUREKA RECYCLED COPY PAPER 8 1/2"" X 11"", REAM",3.6288,16.588800000000003,2.8672623358424625,0.057496506288680374,3.6288
2020-07-25,2020-07-27,FIRST CLASS,CA-12775,CONSUMER,USA,MESA,AZ,WEST,FUR-TA-10002356,FURNITURE,TABLES,BEVIS BOAT-SHAPED CONFERENCE TABLE,-204.4458,589.7475000000001,6.381388684149472,0.021561189858255142,-121.119
2020-07-26,2020-08-01,STANDARD CLASS,PG-18820,CONSUMER,USA,LOUISVILLE,KY,SOUTH,TEC-PH-10004897,TECHNOLOGY,PHONES,MEDIABRIDGE SPORT ARMBAND IPHONE 5S,0.2997,89.91,4.509870006133767,0.01217807945697744,0.2997
2020-07-29,2020-07-30,FIRST CLASS,HA-14920,CONSUMER,USA,SAN FRANCISCO,CA,WEST,OFF-BI-10002557,OFFICE SUPPLIES,BINDERS,PRESSTEX FLEXIBLE RING BINDERS,4.095,26.208,3.303511047704894,0.20383310041924535,4.095
2020-07-29,2020-07-31,FIRST CLASS,GH-14410,HOME OFFICE,USA,LAKEVILLE,MN,CENTRAL,FUR-CH-10002304,FURNITURE,CHAIRS,"GLOBAL STACK CHAIR WITHOUT ARMS, BLACK",38.97,935.28,6.841914577041703,0.008784188460770613,38.97
2020-07-29,2020-08-02,SECOND CLASS,CC-12610,CORPORATE,USA,HOUSTON,TX,CENTRAL,OFF-ST-10000943,OFFICE SUPPLIES,STORAGE,ELDON PROFILE FILE 'N STORE PORTABLE FILE TUB LETTER/LEGAL SIZE BLACK,6.1792,197.73440000000002,5.291969259887858,0.09722499500898382,6.1792
2020-07-30,2020-07-30,SAME DAY,RH-19495,CONSUMER,USA,NEW YORK CITY,NY,EAST,TEC-AC-10003033,TECHNOLOGY,ACCESSORIES,PLANTRONICS CS510 - OVER-THE-HEAD MONAURAL WIRELESS HEADSET SYSTEM,762.1845,16167.550000000001,9.690823276317829,0.112198043521661,312.33824000000027
2020-07-30,2020-08-05,STANDARD CLASS,SC-20695,CORPORATE,USA,SAINT LOUIS,MO,CENTRAL,OFF-SU-10002573,OFFICE SUPPLIES,SUPPLIES,"ACME 10"" EASY GRIP ASSISTIVE SCISSORS",15.777,157.77,5.06745661408942,0.005989219405070872,15.777
2020-07-30,2020-08-05,STANDARD CLASS,AR-10405,CORPORATE,USA,HATTIESBURG,MS,SOUTH,TEC-AC-10004469,TECHNOLOGY,ACCESSORIES,MICROSOFT SCULPT COMFORT MOUSE,105.468,1438.1999999999998,7.271842682636323,0.005190656817728089,105.468
2020-07-31,2020-08-06,STANDARD CLASS,PC-19000,HOME OFFICE,USA,LOS ANGELES,CA,WEST,OFF-AR-10001868,OFFICE SUPPLIES,ART,PRANG DUSTLESS CHALK STICKS,3.36,26.88,3.327909585892323,0.20383310041924535,3.36
2020-08-01,2020-08-05,STANDARD CLASS,CO-12640,CONSUMER,USA,SEATTLE,WA,WEST,TEC-MA-10001972,TECHNOLOGY,MACHINES,OKIDATA C331DN PRINTER,41.88,893.44,6.796197824119945,0.05110800558993811,41.88
2020-08-01,2020-08-04,SECOND CLASS,BE-11455,HOME OFFICE,USA,PROVIDENCE,RI,EAST,OFF-PA-10001307,OFFICE SUPPLIES,PAPER,"IMPORTANT MESSAGE PADS, 50 4-1/4 X 5-1/2 FORMS PER PAD",4.116,16.8,2.8791984572980396,0.004991016170892394,4.116
2020-08-01,2020-08-05,STANDARD CLASS,DK-12985,CONSUMER,USA,SPRINGFIELD,OR,WEST,FUR-TA-10003469,FURNITURE,TABLES,BALT SPLIT LEVEL COMPUTER TRAINING TABLE,-188.7,555.0,6.320768294250582,0.011179876222798962,-121.119
2020-08-04,2020-08-10,STANDARD CLASS,AH-10690,CORPORATE,USA,DALLAS,TX,CENTRAL,OFF-BI-10002982,OFFICE SUPPLIES,BINDERS,AVERY SELF-ADHESIVE PHOTO POCKETS FOR POLAROID PHOTOS,-2.1792,0.2724,0.24090488089285197,0.09722499500898382,-2.1792
2020-08-05,2020-08-07,FIRST CLASS,MS-17980,CORPORATE,USA,HOUSTON,TX,CENTRAL,OFF-PA-10004156,OFFICE SUPPLIES,PAPER,XEROX 188,9.8658,65.3184,4.194467385083664,0.09722499500898382,9.8658
2020-08-05,2020-08-09,STANDARD CLASS,RP-19270,CORPORATE,USA,HOUSTON,TX,CENTRAL,OFF-PA-10003302,OFFICE SUPPLIES,PAPER,XEROX 1906,19.1376,90.72640000000001,4.5188102331393125,0.09722499500898382,19.1376
2020-08-06,2020-08-11,STANDARD CLASS,JK-15625,CONSUMER,USA,PHILADELPHIA,PA,EAST,OFF-AR-10002952,OFFICE SUPPLIES,ART,STANLEY CONTEMPORARY BATTERY PENCIL SHARPENERS,10.68,854.4000000000001,6.751569195792809,0.057496506288680374,10.68
2020-08-06,2020-08-08,SECOND CLASS,EM-14095,CORPORATE,USA,SPRINGFIELD,VA,SOUTH,OFF-LA-10004545,OFFICE SUPPLIES,LABELS,AVERY 50,11.7782,50.12,3.9341758100692794,0.02295867438610501,11.7782
2020-08-06,2020-08-08,FIRST CLASS,NS-18640,CORPORATE,USA,BALTIMORE,MD,EAST,OFF-AP-10001492,OFFICE SUPPLIES,APPLIANCES,"ACCO SIX-OUTLET POWER STRIP, 4' CORD LENGTH",20.1708,698.22,6.5499654280512285,0.009183469754442005,20.1708
2020-08-06,2020-08-07,FIRST CLASS,KW-16570,CONSUMER,USA,KIRKWOOD,MO,CENTRAL,OFF-BI-10002215,OFFICE SUPPLIES,BINDERS,"WILSON JONES HANGING VIEW BINDER, WHITE, 1""",13.064,113.6,4.741447804280639,0.005989219405070872,13.064
2020-08-06,2020-08-11,STANDARD CLASS,PN-18775,HOME OFFICE,USA,BAKERSFIELD,CA,WEST,OFF-BI-10002194,OFFICE SUPPLIES,BINDERS,CARDINAL HOLD-IT CD POCKET,6.4638,45.964800000000004,3.849398384947046,0.20383310041924535,6.4638
2020-08-06,2020-08-10,STANDARD CLASS,NS-18640,CORPORATE,USA,BOISE,ID,WEST,OFF-BI-10004970,OFFICE SUPPLIES,BINDERS,"ACCOHIDE 3-RING BINDER, BLUE, 1""",1.1151,2.6432,1.2928624163273381,0.002196047115192653,1.1151
2020-08-07,2020-08-09,SECOND CLASS,DB-13405,CONSUMER,USA,LAWRENCE,MA,EAST,OFF-AR-10004587,OFFICE SUPPLIES,ART,"BOSTON 1827 COMMERCIAL ADDITIONAL CUTTER, DRIVE GEAR & GEAR RACK FOR 1606",11.898,79.32,4.386018655943419,0.012377720103813137,11.898
2020-08-07,2020-08-07,SAME DAY,TT-21220,CONSUMER,USA,SAN FRANCISCO,CA,WEST,FUR-CH-10000785,FURNITURE,CHAIRS,GLOBAL ERGONOMIC MANAGERS CHAIR,10.8588,115.8272,4.760695919994883,0.20383310041924535,10.8588
2020-08-07,2020-08-11,STANDARD CLASS,RD-19585,CONSUMER,USA,UTICA,NY,EAST,TEC-AC-10000736,TECHNOLOGY,ACCESSORIES,LOGITECH G600 MMO GAMING MOUSE,28.7964,79.99,4.3943256902608985,0.112198043521661,28.7964
2020-08-08,2020-08-11,FIRST CLASS,NP-18325,CONSUMER,USA,NEW YORK CITY,NY,EAST,FUR-TA-10002607,FURNITURE,TABLES,KI CONFERENCE TABLES,-153.1224,2067.1524,7.634410927303737,0.112198043521661,-121.119
2020-08-08,2020-08-15,STANDARD CLASS,DS-13180,CORPORATE,USA,DETROIT,MI,CENTRAL,OFF-AR-10001026,OFFICE SUPPLIES,ART,"SANFORD UNI-BLAZER VIEW HIGHLIGHTERS, CHISEL TIP, YELLOW",0.968,2.2,1.1631508098056809,0.0233579556797764,0.968
2020-08-08,2020-08-15,STANDARD CLASS,MF-18250,CORPORATE,USA,NEW YORK CITY,NY,EAST,FUR-FU-10000320,FURNITURE,FURNISHINGS,OIC STACKING TRAYS,4.4088,30.06,3.435920817720541,0.112198043521661,4.4088
2020-08-08,2020-08-12,SECOND CLASS,HR-14770,HOME OFFICE,USA,MILWAUKEE,WI,CENTRAL,FUR-BO-10004690,FURNITURE,BOOKCASES,O'SULLIVAN CHERRYWOOD ESTATES TRADITIONAL BARRISTER BOOKCASE,48.118,3437.0,8.142645185942795,0.010580954282291874,48.118
2020-08-08,2020-08-13,STANDARD CLASS,RA-19885,CORPORATE,USA,JACKSONVILLE,FL,SOUTH,OFF-LA-10001613,OFFICE SUPPLIES,LABELS,AVERY FILE FOLDER LABELS,1.6704,7.3728,2.1249883566358063,0.03992812936713915,1.6704
2020-08-09,2020-08-15,STANDARD CLASS,WB-21850,CONSUMER,USA,REDMOND,OR,WEST,OFF-AP-10001469,OFFICE SUPPLIES,APPLIANCES,FELLOWES 8 OUTLET SUPERIOR WORKSTATION SURGE PROTECTOR,15.0156,427.1104,6.059381106245216,0.011179876222798962,15.0156
2020-08-09,2020-08-15,STANDARD CLASS,JK-16120,HOME OFFICE,USA,EAGAN,MN,CENTRAL,OFF-AR-10001915,OFFICE SUPPLIES,ART,PEEL-OFF CHINA MARKERS,12.5118,89.37,4.503912353913864,0.008784188460770613,12.5118
2020-08-09,2020-08-13,STANDARD CLASS,BD-11320,CONSUMER,USA,DETROIT,MI,CENTRAL,OFF-BI-10004632,OFFICE SUPPLIES,BINDERS,GBC BINDING COVERS,29.1375,323.75,5.783055655550709,0.0233579556797764,29.1375
2020-08-10,2020-08-14,STANDARD CLASS,PO-19180,HOME OFFICE,USA,NEW YORK CITY,NY,EAST,OFF-AR-10001427,OFFICE SUPPLIES,ART,NEWELL 330,3.1096,23.92,3.2156706939192525,0.112198043521661,3.1096
2020-08-10,2020-08-15,STANDARD CLASS,BW-11065,CONSUMER,USA,RALEIGH,NC,SOUTH,FUR-FU-10004270,FURNITURE,FURNISHINGS,"EXECUTIVE IMPRESSIONS 13"" CLAIRMONT WALL CLOCK",12.1149,110.76480000000002,4.716396663203224,0.02715112796965462,12.1149
2020-08-12,2020-08-14,FIRST CLASS,GK-14620,CORPORATE,USA,GREENSBORO,NC,SOUTH,OFF-AR-10001446,OFFICE SUPPLIES,ART,NEWELL 309,8.085,362.2080000000001,5.894975672916278,0.02715112796965462,8.085
2020-08-12,2020-08-16,SECOND CLASS,RA-19285,CONSUMER,USA,RICHMOND,IN,CENTRAL,OFF-BI-10003529,OFFICE SUPPLIES,BINDERS,AVERY ROUND RING POLY BINDERS,5.5664,45.44,3.8381611568296905,0.014573767219005789,5.5664
2020-08-12,2020-08-16,STANDARD CLASS,CK-12595,CONSUMER,USA,MARIETTA,GA,SOUTH,OFF-BI-10004187,OFFICE SUPPLIES,BINDERS,3-RING STAPLE PACK,2.7072,16.919999999999998,2.8859174075467844,0.018167298862048313,2.7072
